epoch,accuracy,loss,val_accuracy,val_loss
0,0.46652355790138245,1.246052929333278,0.11488000303506851,849.00048828125
1,0.7471706867218018,0.809928434235709,0.2380550056695938,1497.7347412109375
2,0.8175907135009766,0.6465898028441838,0.35128501057624817,967.8846435546875
3,0.8339728713035583,0.5841898236955915,0.4048750102519989,634.1104125976562
4,0.8302549719810486,0.5978771575859615,0.5632950067520142,502.4305725097656
